capability_id	dimension	applicability	binding_kind	member_contract_id	outcome_id	overlay_branch_id	control_id	binding_authority
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-PUSH-UNIQ	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-ARRAY-CHUNKS	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-AS-FIXED	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-CONSUME-SPLIT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-DISJOINT-UNIQ	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-END	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-END-CHUNK	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-END-SPLIT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-GET-SHARED	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-GET-UNIQ	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-SPLIT-CHECKED	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	REQUIRED	MEMBER	DENSE-VIEW-SPLIT-TRAP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-STABLE-CACHED-KEY	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CACHED_KEY_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-STABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	KEY_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-UNSTABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	KEY_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FILL-WITH	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	PRODUCER_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FRESH-CLONE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-INTO-OWNER	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-CONCAT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-JOIN	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-REPEAT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-POP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-POP-IF	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-REMOVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SWAP-REMOVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-EXTEND-CLONE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CLONE_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-RESIZE-CLONE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CLONE_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-RESIZE-WITH	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	PRODUCER_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-DEDUP-BY-KEY	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	KEY_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SPLIT-OFF	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-INTO-BOXED	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-INTO-FLATTENED	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-REPLACE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-TAKE-WITH-DEFAULT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-RESULT	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-TAKE-WITH-DEFAULT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	INSTALLED_DEFAULT_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	REQUIRED	MEMBER	DENSE-COLLECT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	REQUIRED	MEMBER	DENSE-EAGER-EXTRACT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	REQUIRED	MEMBER	DENSE-EAGER-SPLICE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	REQUIRED	MEMBER	DENSE-EXTEND-ITER	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	EXCLUDED-BLOCKS-CLAIM	EXCLUDED_MEMBER	DENSE-LAZY-EXTRACT-EVIDENCE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	EXCLUDED-BLOCKS-CLAIM	EXCLUDED_MEMBER	DENSE-LAZY-SPLICE-EVIDENCE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FIXED-MAP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CALLABLE_ENV_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FIXED-MAP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	INPUT_ARRAY_BORROW_PAYLOAD	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FIXED-MAP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	OUTPUT_ARRAY_BORROW_PAYLOAD	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-STABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-STABLE-CACHED-KEY	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-STABLE-CACHED-KEY	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CACHED_KEY_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-STABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CALLABLE_ENV_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-STABLE-CACHED-KEY	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CALLABLE_ENV_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-STABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	KEY_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-UNSTABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-UNSTABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CALLABLE_ENV_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SORT-UNSTABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	KEY_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SELECT-UNSTABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SELECT-UNSTABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CALLABLE_ENV_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SELECT-UNSTABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	KEY_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-REVERSE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-ROTATE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SWAP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SWAP-WITH-VIEW	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-COPY-WITHIN	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_RANGE_DESCRIPTOR	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-COPY-FROM	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-COPY-WITHIN	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-CLONE-FROM	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-CLONE-FROM	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CLONE_FROM_BORROW_EFFECT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FILL-CLONE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FILL-WITH	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FILL-WITH	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CALLABLE_ENV_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FILL-CLONE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CLONE_FROM_BORROW_EFFECT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FILL-WITH	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	PRODUCER_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-FRESH-CLONE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-INTO-OWNER	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-CONCAT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-JOIN	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-REPEAT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_OWNED_RESULT	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-INIT-COPY	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-INIT-CLONE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-INIT-CLONE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	CLONE_RESULT_BORROW_STATE	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-META	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-RESERVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-RESERVE-EXACT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-TRY-RESERVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-TRY-RESERVE-EXACT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SHRINK-TO	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-SHRINK-TO-FIT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
BR-STORED	borrow/provenance	DEFERRED-BLOCKS-CLAIM	DEFERRED_OVERLAY	DENSE-PUSH	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	BORROW_BEARING_STORED_TRANSITION	NONE	EXACT_CAPABILITY_TO_MEMBER_CONTROL_OR_OVERLAY_ASSIGNMENT
