performance_unit_id	contract_id	member_contract_id	outcome_id	cluster_id	policy_variant_id	profile_id	source_contract_status	source_contract_sha256	derivation_kind	disposition	representative_operation_gate_id	structural_gate_ids	functional_oracle_id	exact_reason	status
PERFUNIT-13DABE37A2EE6217B5F0	DENSE-LAZY-EXTRACT-EVIDENCE::SEQ-EXTRACT-01::COMMON-NON-OD1::EXCLUDED_NO_CALL	DENSE-LAZY-EXTRACT-EVIDENCE	DENSE-LAZY-EXTRACT-EVIDENCE.SEQ-EXTRACT-01.OUT.EXCLUDED_NO_CALL	SEQ-EXTRACT-01	COMMON-NON-OD1	EXCLUDED_SURFACE	EXCLUDED_BLOCKS_NAMED_CLAIM	13dabe37a2ee6217b5f097ae732a18e7b90bbe4089baacbf40df01cf2e6b9770	EXCLUDED	EXCLUDED	NONE	NONE	NONE	Exact excluded surface has no executable route and blocks any performance claim that would require it. Contract DENSE-LAZY-EXTRACT-EVIDENCE::SEQ-EXTRACT-01::COMMON-NON-OD1::EXCLUDED_NO_CALL has frozen outcome EXCLUDED_NO_CALL, profile EXCLUDED_SURFACE, policy COMMON-NON-OD1, and source row 13dabe37a2ee6217b5f097ae732a18e7b90bbe4089baacbf40df01cf2e6b9770.	FROZEN_PROTOCOL
PERFUNIT-4B57D407C774BB878388	DENSE-LAZY-SPLICE-EVIDENCE::SEQ-SPLICE-01::COMMON-NON-OD1::EXCLUDED_NO_CALL	DENSE-LAZY-SPLICE-EVIDENCE	DENSE-LAZY-SPLICE-EVIDENCE.SEQ-SPLICE-01.OUT.EXCLUDED_NO_CALL	SEQ-SPLICE-01	COMMON-NON-OD1	EXCLUDED_SURFACE	EXCLUDED_BLOCKS_NAMED_CLAIM	4b57d407c774bb878388fda7e87325051255576930f91eae82ee26c7f160441c	EXCLUDED	EXCLUDED	NONE	NONE	NONE	Exact excluded surface has no executable route and blocks any performance claim that would require it. Contract DENSE-LAZY-SPLICE-EVIDENCE::SEQ-SPLICE-01::COMMON-NON-OD1::EXCLUDED_NO_CALL has frozen outcome EXCLUDED_NO_CALL, profile EXCLUDED_SURFACE, policy COMMON-NON-OD1, and source row 4b57d407c774bb878388fda7e87325051255576930f91eae82ee26c7f160441c.	FROZEN_PROTOCOL
PERFUNIT-5ADDC2A4BB7C40CC06E8	DENSE-LEN-AUTHORITY-EVIDENCE::RAW-UNSAFE-LEN-01::COMMON-NON-OD1::EXCLUDED_NO_CALL	DENSE-LEN-AUTHORITY-EVIDENCE	DENSE-LEN-AUTHORITY-EVIDENCE.RAW-UNSAFE-LEN-01.OUT.EXCLUDED_NO_CALL	RAW-UNSAFE-LEN-01	COMMON-NON-OD1	EXCLUDED_SURFACE	EXCLUDED_BLOCKS_NAMED_CLAIM	5addc2a4bb7c40cc06e893ad71452cb081a3890f66073e98f67e2b9048bcbac4	EXCLUDED	EXCLUDED	NONE	NONE	NONE	Exact excluded surface has no executable route and blocks any performance claim that would require it. Contract DENSE-LEN-AUTHORITY-EVIDENCE::RAW-UNSAFE-LEN-01::COMMON-NON-OD1::EXCLUDED_NO_CALL has frozen outcome EXCLUDED_NO_CALL, profile EXCLUDED_SURFACE, policy COMMON-NON-OD1, and source row 5addc2a4bb7c40cc06e893ad71452cb081a3890f66073e98f67e2b9048bcbac4.	FROZEN_PROTOCOL
PERFUNIT-5CAB80F83FB3EE087710	DENSE-META::SEQ-META-01::COMMON-NON-OD1::SUCCESS	DENSE-META	DENSE-META.SEQ-META-01.OUT.SUCCESS	SEQ-META-01	COMMON-NON-OD1	TOTAL	REQUIRED_IN_LOCK	5cab80f83fb3ee0877100d4abafd9f48df51c97a2dfcfd3c7def72be003761ae	REPRESENTATIVE	TIMED_PRIMARY	OPG-BBB4C643128C9D3668CF	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-META::SEQ-META-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile TOTAL, policy COMMON-NON-OD1, and source row 5cab80f83fb3ee0877100d4abafd9f48df51c97a2dfcfd3c7def72be003761ae.	FROZEN_PROTOCOL
PERFUNIT-5CD0C210221C4BA8DA8A	DENSE-NEW::SEQ-META-01::COMMON-NON-OD1::SUCCESS	DENSE-NEW	DENSE-NEW.SEQ-META-01.OUT.SUCCESS	SEQ-META-01	COMMON-NON-OD1	TOTAL	REQUIRED_IN_LOCK	5cd0c210221c4ba8da8a0b671bd12a715095ae4fdcaf9f07e142e3e02077536a	REPRESENTATIVE	TIMED_PRIMARY	OPG-BF53978431A9491305A9	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-NEW::SEQ-META-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile TOTAL, policy COMMON-NON-OD1, and source row 5cd0c210221c4ba8da8a0b671bd12a715095ae4fdcaf9f07e142e3e02077536a.	FROZEN_PROTOCOL
PERFUNIT-81DEAAA75551BCADAB5A	DENSE-OWNER-VIEW::SEQ-VIEW-01::COMMON-NON-OD1::SUCCESS	DENSE-OWNER-VIEW	DENSE-OWNER-VIEW.SEQ-VIEW-01.OUT.SUCCESS	SEQ-VIEW-01	COMMON-NON-OD1	TOTAL	REQUIRED_IN_LOCK	81deaaa75551bcadab5a2e27306b461f6f7ec63238b45f44085c30af1edcc793	REPRESENTATIVE	TIMED_PRIMARY	OPG-182934C072B9342BB6E2	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-OWNER-VIEW::SEQ-VIEW-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile TOTAL, policy COMMON-NON-OD1, and source row 81deaaa75551bcadab5a2e27306b461f6f7ec63238b45f44085c30af1edcc793.	FROZEN_PROTOCOL
PERFUNIT-99C0534B4E78C7F5894C	DENSE-OWNER-VIEW::TRAIT-BORROW-01::COMMON-NON-OD1::SUCCESS	DENSE-OWNER-VIEW	DENSE-OWNER-VIEW.TRAIT-BORROW-01.OUT.SUCCESS	TRAIT-BORROW-01	COMMON-NON-OD1	TOTAL	REQUIRED_IN_LOCK	99c0534b4e78c7f5894ca6ebb31ca4560a15b9fe7892af1992311a5879cc40cb	REPRESENTATIVE	TIMED_PRIMARY	OPG-182934C072B9342BB6E2	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-OWNER-VIEW::TRAIT-BORROW-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile TOTAL, policy COMMON-NON-OD1, and source row 99c0534b4e78c7f5894ca6ebb31ca4560a15b9fe7892af1992311a5879cc40cb.	FROZEN_PROTOCOL
PERFUNIT-E34ED68B3743A4961AC5	DENSE-OWNER-VIEW::TRAIT-DEREF-01::COMMON-NON-OD1::SUCCESS	DENSE-OWNER-VIEW	DENSE-OWNER-VIEW.TRAIT-DEREF-01.OUT.SUCCESS	TRAIT-DEREF-01	COMMON-NON-OD1	TOTAL	REQUIRED_IN_LOCK	e34ed68b3743a4961ac5fd7efa99c1a1bdaa4c45069387b412c93b42c4f6c2e9	REPRESENTATIVE	TIMED_PRIMARY	OPG-182934C072B9342BB6E2	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-OWNER-VIEW::TRAIT-DEREF-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile TOTAL, policy COMMON-NON-OD1, and source row e34ed68b3743a4961ac5fd7efa99c1a1bdaa4c45069387b412c93b42c4f6c2e9.	FROZEN_PROTOCOL
PERFUNIT-05268ACAEBBD08A66B3C	DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::EMPTY	DENSE-POP	DENSE-POP.SEQ-POP-01.OUT.EMPTY	SEQ-POP-01	COMMON-NON-OD1	POP	REQUIRED_IN_LOCK	05268acaebbd08a66b3cfd53a49632175dfa839426a6998b85eadd41a199e792	STRUCTURAL	STRUCTURAL_ONLY	NONE	SG-EXACT-ORACLE,SG-OWNER-EVENTS	NONE	Exact state-only, empty, cursor-lifecycle, or repeated-terminal outcome is admitted only by its own deterministic structural oracle and cannot supply a timing benefit. Contract DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::EMPTY has frozen outcome EMPTY, profile POP, policy COMMON-NON-OD1, and source row 05268acaebbd08a66b3cfd53a49632175dfa839426a6998b85eadd41a199e792.	FROZEN_PROTOCOL
PERFUNIT-9C6EFE9DFE773534F52B	DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::VALUE_RETURNED	DENSE-POP	DENSE-POP.SEQ-POP-01.OUT.VALUE_RETURNED	SEQ-POP-01	COMMON-NON-OD1	POP	REQUIRED_IN_LOCK	9c6efe9dfe773534f52b4521e0b3c94f9a49769e8183d33b7fbda26e5bf86bb6	REPRESENTATIVE	TIMED_PRIMARY	OPG-AE35238591629240FDC9	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-POP::SEQ-POP-01::COMMON-NON-OD1::VALUE_RETURNED has frozen outcome VALUE_RETURNED, profile POP, policy COMMON-NON-OD1, and source row 9c6efe9dfe773534f52b4521e0b3c94f9a49769e8183d33b7fbda26e5bf86bb6.	FROZEN_PROTOCOL
PERFUNIT-78CD9198B459D0BC7D38	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::EMPTY	DENSE-POP-IF	DENSE-POP-IF.SEQ-POP-01.OUT.EMPTY	SEQ-POP-01	COMMON-NON-OD1	POP_IF	REQUIRED_IN_LOCK	78cd9198b459d0bc7d3817311a7c77830d53911f165786c4489c21e7fe60290e	STRUCTURAL	STRUCTURAL_ONLY	NONE	SG-EXACT-ORACLE,SG-OWNER-EVENTS	NONE	Exact state-only, empty, cursor-lifecycle, or repeated-terminal outcome is admitted only by its own deterministic structural oracle and cannot supply a timing benefit. Contract DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::EMPTY has frozen outcome EMPTY, profile POP_IF, policy COMMON-NON-OD1, and source row 78cd9198b459d0bc7d3817311a7c77830d53911f165786c4489c21e7fe60290e.	FROZEN_PROTOCOL
PERFUNIT-6A3D2B5861C8594F7164	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_FALSE	DENSE-POP-IF	DENSE-POP-IF.SEQ-POP-01.OUT.PREDICATE_FALSE	SEQ-POP-01	COMMON-NON-OD1	POP_IF	REQUIRED_IN_LOCK	6a3d2b5861c8594f7164aa68db1fe30794ed20148794897d81d8227d996bced4	REPRESENTATIVE	TIMED_PRIMARY	OPG-5DA27F8E28AC12CA4E68	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_FALSE has frozen outcome PREDICATE_FALSE, profile POP_IF, policy COMMON-NON-OD1, and source row 6a3d2b5861c8594f7164aa68db1fe30794ed20148794897d81d8227d996bced4.	FROZEN_PROTOCOL
PERFUNIT-802B22400C6A2CB04257	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_TRUE	DENSE-POP-IF	DENSE-POP-IF.SEQ-POP-01.OUT.PREDICATE_TRUE	SEQ-POP-01	COMMON-NON-OD1	POP_IF	REQUIRED_IN_LOCK	802b22400c6a2cb042577e96a1cfcc1f3c0d01fe789ed0a569baa5143c074b5d	REPRESENTATIVE	TIMED_PRIMARY	OPG-5DA27F8E28AC12CA4E68	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::PREDICATE_TRUE has frozen outcome PREDICATE_TRUE, profile POP_IF, policy COMMON-NON-OD1, and source row 802b22400c6a2cb042577e96a1cfcc1f3c0d01fe789ed0a569baa5143c074b5d.	FROZEN_PROTOCOL
PERFUNIT-41AB572077F63E3121EB	DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::BEHAVIOR_ABORT	DENSE-POP-IF	DENSE-POP-IF.SEQ-POP-01.OUT.BEHAVIOR_ABORT	SEQ-POP-01	COMMON-NON-OD1	POP_IF	REQUIRED_IN_LOCK	41ab572077f63e3121eba8f174dc6dd17428f480e7ff23645b01504c6fb502a8	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-POP-IF::SEQ-POP-01::COMMON-NON-OD1::BEHAVIOR_ABORT has frozen outcome BEHAVIOR_ABORT, profile POP_IF, policy COMMON-NON-OD1, and source row 41ab572077f63e3121eba8f174dc6dd17428f480e7ff23645b01504c6fb502a8.	FROZEN_PROTOCOL
PERFUNIT-D8F334E66746D31239B2	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.SUCCESS_NO_GROW	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	d8f334e66746d31239b24082600cf3e9715ca6dfca1ff1f4329adc935b83fcc1	REPRESENTATIVE	TIMED_PRIMARY	OPG-D5987F854FD7E299CF56	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW has frozen outcome SUCCESS_NO_GROW, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row d8f334e66746d31239b24082600cf3e9715ca6dfca1ff1f4329adc935b83fcc1.	FROZEN_PROTOCOL
PERFUNIT-CE370C65199A36498532	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.SUCCESS_GROW	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	ce370c65199a36498532c75255e6b1f021b4b87b80c4b72429cbd0147aa967e0	REPRESENTATIVE	TIMED_PRIMARY	OPG-D5987F854FD7E299CF56	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW has frozen outcome SUCCESS_GROW, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row ce370c65199a36498532c75255e6b1f021b4b87b80c4b72429cbd0147aa967e0.	FROZEN_PROTOCOL
PERFUNIT-DAB6DFB6487350D2BF92	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.CAPACITY_OVERFLOW_TRAP	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	dab6dfb6487350d2bf924f89a9748b583e72fff67a1ea9f2ae2bca89471d8eb4	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP has frozen outcome CAPACITY_OVERFLOW_TRAP, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row dab6dfb6487350d2bf924f89a9748b583e72fff67a1ea9f2ae2bca89471d8eb4.	FROZEN_PROTOCOL
PERFUNIT-6576EEB8D89402ECFA74	DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::OOM_ABORT	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.OOM_ABORT	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	6576eeb8d89402ecfa7499309c80ea8afb23a2e49847caf6990852b8ae0ca6a8	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-PUSH::SEQ-PUSH-01::OD-1-RESERVE-FIRST::OOM_ABORT has frozen outcome OOM_ABORT, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row 6576eeb8d89402ecfa7499309c80ea8afb23a2e49847caf6990852b8ae0ca6a8.	FROZEN_PROTOCOL
PERFUNIT-766E8DF906976B5F15DA	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.SUCCESS_NO_GROW	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	766e8df906976b5f15dac59b815b0a6b7e30e28aee685ea5191c8e4ce7cd9f9c	REPRESENTATIVE	TIMED_PRIMARY	OPG-61FA437703DF6196C1C2	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW has frozen outcome SUCCESS_NO_GROW, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row 766e8df906976b5f15dac59b815b0a6b7e30e28aee685ea5191c8e4ce7cd9f9c.	FROZEN_PROTOCOL
PERFUNIT-844AF86DAD54CC4FDF54	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.SUCCESS_GROW	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	844af86dad54cc4fdf54c4c39e0bd2d127c7ebadbc6012c3273af3cb67f02fac	REPRESENTATIVE	TIMED_PRIMARY	OPG-61FA437703DF6196C1C2	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW has frozen outcome SUCCESS_GROW, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row 844af86dad54cc4fdf54c4c39e0bd2d127c7ebadbc6012c3273af3cb67f02fac.	FROZEN_PROTOCOL
PERFUNIT-F102CBB9C73D72FDD3F8	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.CAPACITY_ERROR_RETURN	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	f102cbb9c73d72fdd3f84b4dd7aa8b508117ac4f2dac2595f22b6cbfe738a9c6	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN has frozen outcome CAPACITY_ERROR_RETURN, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row f102cbb9c73d72fdd3f84b4dd7aa8b508117ac4f2dac2595f22b6cbfe738a9c6.	FROZEN_PROTOCOL
PERFUNIT-F7BBC7EA9A024C0202A6	DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN	DENSE-PUSH	DENSE-PUSH.SEQ-PUSH-01.OUT.ALLOCATION_ERROR_RETURN	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	f7bbc7ea9a024c0202a65dcc602884c1d2e55d585340804ad2da117f9ac5f825	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-PUSH::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN has frozen outcome ALLOCATION_ERROR_RETURN, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row f7bbc7ea9a024c0202a65dcc602884c1d2e55d585340804ad2da117f9ac5f825.	FROZEN_PROTOCOL
PERFUNIT-9E75C65982E2067E7B9E	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.SUCCESS_NO_GROW	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	9e75c65982e2067e7b9eaa432f84c31432b96be55def71ead65fb99adcb7927c	REPRESENTATIVE	TIMED_PRIMARY	OPG-A79155188E8066A5CE7A	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW has frozen outcome SUCCESS_NO_GROW, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row 9e75c65982e2067e7b9eaa432f84c31432b96be55def71ead65fb99adcb7927c.	FROZEN_PROTOCOL
PERFUNIT-A38DC1A5EBD7A69301BC	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.SUCCESS_GROW	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	a38dc1a5ebd7a69301bc5742f5a6e0696d08230f273042ab1c85d23c7b90bd0d	REPRESENTATIVE	TIMED_PRIMARY	OPG-A79155188E8066A5CE7A	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::SUCCESS_GROW has frozen outcome SUCCESS_GROW, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row a38dc1a5ebd7a69301bc5742f5a6e0696d08230f273042ab1c85d23c7b90bd0d.	FROZEN_PROTOCOL
PERFUNIT-2616885B360EF063CF8F	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.CAPACITY_OVERFLOW_TRAP	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	2616885b360ef063cf8fa1617a0c2115b837ec8e8329251e921b5f4500045187	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP has frozen outcome CAPACITY_OVERFLOW_TRAP, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row 2616885b360ef063cf8fa1617a0c2115b837ec8e8329251e921b5f4500045187.	FROZEN_PROTOCOL
PERFUNIT-4C026ECC69AD8533B43D	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::OOM_ABORT	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.OOM_ABORT	SEQ-PUSH-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	4c026ecc69ad8533b43d7cdca85d8b3c425344ee2b47f9171c4b7faa9ac70673	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RESERVE-FIRST::OOM_ABORT has frozen outcome OOM_ABORT, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row 4c026ecc69ad8533b43d7cdca85d8b3c425344ee2b47f9171c4b7faa9ac70673.	FROZEN_PROTOCOL
PERFUNIT-07E320B30B06CA17E642	DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-PUSH-UNIQ	DENSE-PUSH-UNIQ.SEQ-PUSH-01.OUT.SUCCESS_NO_GROW	SEQ-PUSH-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	07e320b30b06ca17e642e3f7b851ddd18e785d62c634c08d4ed0f62cba29e6bd	REPRESENTATIVE	TIMED_PRIMARY	OPG-C07F204B2A51B5D25F81	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-PUSH-UNIQ::SEQ-PUSH-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW has frozen outcome SUCCESS_NO_GROW, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row 07e320b30b06ca17e642e3f7b851ddd18e785d62c634c08d4ed0f62cba29e6bd.	FROZEN_PROTOCOL
