impl_key	selection_family	owning_contract_ids	trait_path	trait_application	implementer	impl_signature	associated_bindings	required_method_shapes	stability	stable_since	stable_surface_reachable	stable_surface_note	ownership_shape	rustdoc_identity	rustdoc_aliases	source_identity	source_snippet_sha256
40ce84cbf23fa573a4cd9bcf8d83d507753aa57042008b823903b537a63834fb	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	VecDeque<T>	impl<T> Default for VecDeque<T>	NONE	fn default() -> VecDeque<T>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/vec_deque/struct.VecDeque.html#impl-Default-for-VecDeque%3CT%3E	NONE	library/alloc/src/collections/vec_deque/mod.rs:162-168	6f899079f6f33c1cd61b250c202c543a6afb7fda554eb1cfdd1944e934240c0a
bd62aeae841b9edbcdd2dbf17cc84c1968d2492a4c4d243572928c66ecbc9373	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	Weak<T>	impl<T> Default for Weak<T>	NONE	fn default() -> Weak<T>	stable	1.10.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Weak.html#impl-Default-for-Weak%3CT%3E	NONE	library/alloc/src/rc.rs:3724-3741	9d05f9927da295a04c41ee6748cdc4fe8c46420d40f61d4d997fc5d019e08fa7
287b783f16b9e70f028ea24c52d0854148794ce7546d249e1a5b9b88f069ad15	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 0]	impl<T> Default for [T; 0]	NONE	fn default() -> [T; 0]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-31	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
d8c603ce65043a2b21ad432f37de4fc511b2c87f2acd0b852bfd36dd7e3fd8b7	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 10]where T: Default,	impl<T> Default for [T; 10]where T: Default,	NONE	fn default() -> [T; 10]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-21	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
2cda7f6117504d47c5d9d559f5c9e160cfbd67832726279b6970378fefa637b7	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 11]where T: Default,	impl<T> Default for [T; 11]where T: Default,	NONE	fn default() -> [T; 11]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-20	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
d695cda78e2055a4a2690b5cb8de0091a326515779a79ffaeb75dfa48c59063b	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 12]where T: Default,	impl<T> Default for [T; 12]where T: Default,	NONE	fn default() -> [T; 12]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-19	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
eef39276e0648cccfe2e61f8c93e0f714b48a930419b6be3e047ecc660892391	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 13]where T: Default,	impl<T> Default for [T; 13]where T: Default,	NONE	fn default() -> [T; 13]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-18	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
0a3e6659cbbfb91538a8fc9135c5a956287b7216c25594b5f61da0ebcb8b92a8	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 14]where T: Default,	impl<T> Default for [T; 14]where T: Default,	NONE	fn default() -> [T; 14]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-17	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
5217d100de2275f30f7b3aa1aa46c863d55cef150512961080336d9c750a821a	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 15]where T: Default,	impl<T> Default for [T; 15]where T: Default,	NONE	fn default() -> [T; 15]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-16	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
5c0d47662aa9dd65eb1ff457bbb0af86691764fabc3ee386bd8f905dd85bb7d4	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 16]where T: Default,	impl<T> Default for [T; 16]where T: Default,	NONE	fn default() -> [T; 16]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-15	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
a8f5fac0cef6cfcdcd3103bb4ba43974beb29e28b9f4ab363a59e34fa2a6db91	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 17]where T: Default,	impl<T> Default for [T; 17]where T: Default,	NONE	fn default() -> [T; 17]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-14	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
bbf6178104d17b4722638bc76d6f9aa065815973724579848ea9ed4dcdba7516	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 18]where T: Default,	impl<T> Default for [T; 18]where T: Default,	NONE	fn default() -> [T; 18]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-13	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
0ef796ab993b5e6ca277db673aeb46bbd26ac742856afc15edaafa63c5297eda	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 19]where T: Default,	impl<T> Default for [T; 19]where T: Default,	NONE	fn default() -> [T; 19]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-12	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
0d3d13e9c6fc702804de993d7f1b3c3fba42fddfc6071b6fb0549e471dc6a341	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 1]where T: Default,	impl<T> Default for [T; 1]where T: Default,	NONE	fn default() -> [T; 1]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-30	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
71a52ad650d9ca9f291be04ff2225582d1e3381cf798252626ed070e00abeaae	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 20]where T: Default,	impl<T> Default for [T; 20]where T: Default,	NONE	fn default() -> [T; 20]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-11	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
eea2b1b4b155a7ce9de70628f9c4e6874749672770a0968ae9444946a3200bd9	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 21]where T: Default,	impl<T> Default for [T; 21]where T: Default,	NONE	fn default() -> [T; 21]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-10	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
b1ea5034fcd5acfa2bdc4a083fba830b6bc5b6410223bccebcca287ba3836cb5	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 22]where T: Default,	impl<T> Default for [T; 22]where T: Default,	NONE	fn default() -> [T; 22]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-9	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
ae06eb2118530b5034f6ededfc85216e9538673d882bbd231646f381de39e56f	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 23]where T: Default,	impl<T> Default for [T; 23]where T: Default,	NONE	fn default() -> [T; 23]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-8	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
16856a2fe91e597893f5143ba7235097f371f2d176fb24f00734bbbb03a533f7	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 24]where T: Default,	impl<T> Default for [T; 24]where T: Default,	NONE	fn default() -> [T; 24]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-7	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
d5dd3fc041b24da5ceec497095ac2f0c657c5391244c4d2035a603a70d6405ab	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 25]where T: Default,	impl<T> Default for [T; 25]where T: Default,	NONE	fn default() -> [T; 25]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-6	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
9dcce45afbaad1db12a973005e972fa771d0940da2956304b994870bb529c1b1	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 26]where T: Default,	impl<T> Default for [T; 26]where T: Default,	NONE	fn default() -> [T; 26]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-5	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
ff855c604ab555049743ed9b2e63edfff033b501b9a5836281c7089e07cb8b57	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 27]where T: Default,	impl<T> Default for [T; 27]where T: Default,	NONE	fn default() -> [T; 27]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-4	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
c728832435e7852432ed2e4fc070cd87addef3ab90ed0299ac0581f42e5fb96f	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 28]where T: Default,	impl<T> Default for [T; 28]where T: Default,	NONE	fn default() -> [T; 28]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-3	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
72c80306799c69d318492d150a5b989517cbeb050b032a3df24b2e3d344e3761	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 29]where T: Default,	impl<T> Default for [T; 29]where T: Default,	NONE	fn default() -> [T; 29]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-2	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
7b8faa77799217a44dba05de299aaf61dd12ba81550ff7123ee997659c03b207	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 2]where T: Default,	impl<T> Default for [T; 2]where T: Default,	NONE	fn default() -> [T; 2]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-29	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
05ad40c40ca4671a336e0fc1f267828f01aababea8ccca4614228c730c3d5c35	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 30]where T: Default,	impl<T> Default for [T; 30]where T: Default,	NONE	fn default() -> [T; 30]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-1	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
93b39d5b4e711848aae2af2c158f410ddca010321f4f8b8d75e2465ded1fc76e	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 31]where T: Default,	impl<T> Default for [T; 31]where T: Default,	NONE	fn default() -> [T; 31]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
d302272ca5fec186f2439f18b7f8533c92b3debde314e20e1ba0be589d8ad8c3	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 32]where T: Default,	impl<T> Default for [T; 32]where T: Default,	NONE	fn default() -> [T; 32]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+32%5D	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
8c1755dc61110648d6ef9dd4dd73de8ac8fc80adc1eb87d417bad996179f1623	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 3]where T: Default,	impl<T> Default for [T; 3]where T: Default,	NONE	fn default() -> [T; 3]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-28	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
fea79541c5c10b8f50f472dbcfb325e3e5cae44ede886c6f5d823568b38121d6	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 4]where T: Default,	impl<T> Default for [T; 4]where T: Default,	NONE	fn default() -> [T; 4]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-27	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
23846523b8672ef41de21ccb6628a0c72eea7ebd32e8dcee2556ca4163825c59	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 5]where T: Default,	impl<T> Default for [T; 5]where T: Default,	NONE	fn default() -> [T; 5]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-26	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
a88d8d284cb320e555db18b2edf26eacc87750470f87bbce8754043f14609d47	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 6]where T: Default,	impl<T> Default for [T; 6]where T: Default,	NONE	fn default() -> [T; 6]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-25	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
e3fe5666e4cc51de8d0e948fe188cb03250dab9a842d8ab68606a8456638e814	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 7]where T: Default,	impl<T> Default for [T; 7]where T: Default,	NONE	fn default() -> [T; 7]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-24	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
487758e9cb1d3d426e92ac19b05e2a4fb655291d471353e106da918eed292cce	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 8]where T: Default,	impl<T> Default for [T; 8]where T: Default,	NONE	fn default() -> [T; 8]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-23	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
c80e5b7e6faae7dcbed3ff911ff877261488c4b9f3d828df3a7ee519db03af33	DEFAULT	TRAIT-DEFAULT-01	core::default::Default	Default	[T; 9]where T: Default,	impl<T> Default for [T; 9]where T: Default,	NONE	fn default() -> [T; 9]	stable	1.4.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Default-for-%5BT;+(%24n+-+1)%5D-22	NONE	library/core/src/array/mod.rs:518-518	c98540a988407dbc43215cdfd84f1452470d3c234f6b019105af6cf6f220c913
70d91c785d40865fbb5831c7040daf255ac7f671290948a2364a369f22643afa	DEFAULT	TRAIT-DEFAULT-01	std::default::Default	Default	HashMap<K, V, S>where S: Default,	impl<K, V, S> Default for HashMap<K, V, S>where S: Default,	NONE	fn default() -> HashMap<K, V, S>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	std/collections/hash_map/struct.HashMap.html#impl-Default-for-HashMap%3CK,+V,+S%3E	NONE	library/std/src/collections/hash/map.rs:1489-1498	03518fb996980061c621d5749b838bef936e1faaa87222439b9f3347a282cea4
4cd2d1b0ae88b545f0d4122774f6c9925a7a857cfaf7535f70b973bc58c0389c	DEFAULT	TRAIT-DEFAULT-01	std::default::Default	Default	HashSet<T, S>where S: Default,	impl<T, S> Default for HashSet<T, S>where S: Default,	NONE	fn default() -> HashSet<T, S>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	std/collections/hash_set/struct.HashSet.html#impl-Default-for-HashSet%3CT,+S%3E	NONE	library/std/src/collections/hash/set.rs:1279-1288	60d45cb468ab5d1ba66aa6d834d00bf0471577fb7435659f1cc1831d8bb124dd
18fa7f4dad054e9132d8ffed0dc443c1a5f61332f899365daed4d139c58d61f9	DEREF	TRAIT-DEREF-01	core::ops::Deref	Deref	Ref<'_, T>	impl<T: ?Sized> Deref for Ref<'_, T>	type Target = T	fn deref(&self) -> &T	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/cell/struct.Ref.html#impl-Deref-for-Ref%3C'_,+T%3E	NONE	library/core/src/cell.rs:1624-1632	33b5426aa1b50973ec6b662c66ef80c217a6c6f1240d18aca8d0fae5bbf3061f
f7dd4dcc10334cb5102c211d26308ff1adc5cc90abdfaed8bfa2946b28af85b7	DEREF	TRAIT-DEREF-01	core::ops::Deref	Deref	RefMut<'_, T>	impl<T: ?Sized> Deref for RefMut<'_, T>	type Target = T	fn deref(&self) -> &T	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/cell/struct.RefMut.html#impl-Deref-for-RefMut%3C'_,+T%3E	NONE	library/core/src/cell.rs:2108-2116	f4f8625143884ff09a6e16481c0339147383d107dd5942c63893056cb0366f44
158a502b06c24e2e9f1a3c718e2ee4dcc8fead90ad5896e7e6d5b1b6db85c568	DEREF	TRAIT-DEREF-01	core::ops::DerefMut	DerefMut	RefMut<'_, T>	impl<T: ?Sized> DerefMut for RefMut<'_, T>	NONE	fn deref_mut(&mut self) -> &mut T	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/cell/struct.RefMut.html#impl-DerefMut-for-RefMut%3C'_,+T%3E	NONE	library/core/src/cell.rs:2120-2126	a0dad0672b3fa74bf57fbf2bd5104d4ba9129c7782d4e8ec3f4e121c11177047
ba268b986f22809a8eadee3e6c3a8eee4c8217a00f081b9b1a4e88a867598ac9	DEREF	TRAIT-DEREF-01	core::ops::deref::Deref	Deref	String	impl Deref for String	type Target = str	fn deref(&self) -> &str	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/string/struct.String.html#impl-Deref-for-String	NONE	library/alloc/src/string.rs:2831-2838	20a2d6d8eb4660c506460a90ccd37126ef2b30b4c4604f28c984dee131d48fca
9142b8e384b4a408a080e564daf00756a5d46b430f4f5898f758fb46e4a3c2b9	DEREF	TRAIT-DEREF-01	core::ops::deref::Deref	Deref	Vec<T, A>	impl<T, A: Allocator> Deref for Vec<T, A>	type Target = [T]	fn deref(&self) -> &[T]	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/vec/struct.Vec.html#impl-Deref-for-Vec%3CT,+A%3E	NONE	library/alloc/src/vec/mod.rs:3782-3789	9a253f9ff2eb24847f407f516b26bb97044076e827cf7f68fd33f849eb2e1680
73114ad3b94793fc97a16ea4c7be296811dd6b2394e8abd233062454ba50718d	DEREF	TRAIT-DEREF-01	core::ops::deref::Deref	Deref	Box<T, A>	impl<T: ?Sized, A: Allocator> Deref for Box<T, A>	type Target = T	fn deref(&self) -> &T	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/boxed/struct.Box.html#impl-Deref-for-Box%3CT,+A%3E	NONE	library/alloc/src/boxed.rs:2249-2255	7b1296b573f63f74d58e08a98f7c9b2058469dfdad9385cb908c98674a5daf14
da380a3df101415d04708a460d2ffebb58d989c94a70e0994e853b8dca3116de	DEREF	TRAIT-DEREF-01	core::ops::deref::Deref	Deref	Rc<T, A>	impl<T: ?Sized, A: Allocator> Deref for Rc<T, A>	type Target = T	fn deref(&self) -> &T	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Rc.html#impl-Deref-for-Rc%3CT,+A%3E	NONE	library/alloc/src/rc.rs:2436-2443	691b4e268e5402e3a1625c1b4ed7da3f06ab920408cc1b012bb826fc4c0084fd
a087b4a6a345f53eeb0c00c14cd953f1a2cf730e3216b75743ea257a81d8fa2b	DEREF	TRAIT-DEREF-01	core::ops::deref::DerefMut	DerefMut	String	impl DerefMut for String	NONE	fn deref_mut(&mut self) -> &mut str	stable	1.3.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/string/struct.String.html#impl-DerefMut-for-String	NONE	library/alloc/src/string.rs:2844-2849	d5bceb6c61bea968ef41e5dab9e9f0270bbef81a1a12e504dd1cab48ef912563
522eb30e9aab69f9a67f51b0a2d825103988a5224a2006a593191cd9bb1db5b7	DEREF	TRAIT-DEREF-01	core::ops::deref::DerefMut	DerefMut	Vec<T, A>	impl<T, A: Allocator> DerefMut for Vec<T, A>	NONE	fn deref_mut(&mut self) -> &mut [T]	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/vec/struct.Vec.html#impl-DerefMut-for-Vec%3CT,+A%3E	NONE	library/alloc/src/vec/mod.rs:3793-3798	9f43b6c5459d63166b59666d40fe2a966d1879b22a392f1a08a9360b05a66d04
b0569d9673935834055eb0bc6b5ef89a70c35f9bab1b503de34257da4725d372	DEREF	TRAIT-DEREF-01	core::ops::deref::DerefMut	DerefMut	Box<T, A>	impl<T: ?Sized, A: Allocator> DerefMut for Box<T, A>	NONE	fn deref_mut(&mut self) -> &mut T	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/boxed/struct.Box.html#impl-DerefMut-for-Box%3CT,+A%3E	NONE	library/alloc/src/boxed.rs:2258-2262	d81a144d6da103ce08f060ee73df81773a980b9e9666ae12d6fbe926932e710c
64848136dca04198261fb6f7671fcd5d7e2dae9864056f7ede8dd7dd2f00f281	DROP	TRAIT-DROP-01	core::ops::drop::Drop	Drop	BTreeMap<K, V, A>	impl<K, V, A: Allocator + Clone> Drop for BTreeMap<K, V, A>	NONE	fn drop(&mut self)	stable	1.7.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/btree_map/struct.BTreeMap.html#impl-Drop-for-BTreeMap%3CK,+V,+A%3E	NONE	library/alloc/src/collections/btree/map.rs:206-210	9175508c8e1ef5c0ecd8041b58499ec189bd329192c7aa20acf7481581c5a239
